menu_fd_Code,menu_fd_Nm,upper_Fd_Grupp_Nm,fd_Grupp_Nm,ingredient_text,document
D072034,토란 사태찜,찜류,육류찜,"토란, 생것, 소고기, 한우(1등급), 사태, 생것, 우엉, 생것, 파, 대파, 생것, 마늘, 생것, 후추, 검은색, 가루, 소금, 천일염, 가는소금, 밤, 생것, 대추, 말린것, 은행, 생것, 잣, 생것, 달걀, 생것, 생수, 간장, 개량, 양조, 배즙, 발효주, 청주, 알코올 16%","메뉴명: 토란 사태찜
메뉴 대분류: 찜류
메뉴 소분류: 육류찜
식재료: 토란, 생것, 소고기, 한우(1등급), 사태, 생것, 우엉, 생것, 파, 대파, 생것, 마늘, 생것, 후추, 검은색, 가루, 소금, 천일염, 가는소금, 밤, 생것, 대추, 말린것, 은행, 생것, 잣, 생것, 달걀, 생것, 생수, 간장, 개량, 양조, 배즙, 발효주, 청주, 알코올 16%"
D072035,족발수육,찜류,육류찜,"돼지 부산물, 족발, 조미, 삶은것, 고구마, 생것, 가지, 생것, 발효주, 맥주, 알코올 4.5%, 김치, 백김치, 참기름, 참깨, 흰색, 볶은것","메뉴명: 족발수육
메뉴 대분류: 찜류
메뉴 소분류: 육류찜
식재료: 돼지 부산물, 족발, 조미, 삶은것, 고구마, 생것, 가지, 생것, 발효주, 맥주, 알코올 4.5%, 김치, 백김치, 참기름, 참깨, 흰색, 볶은것"
D072036,해초갈비찜,찜류,육류찜,"돼지고기, 갈비, 생것, 미역, 줄기, 생것, 감자, 대지, 생것, 양파, 생것, 고추, 초록색, 녹광, 생것, 고추, 빨간색, 생것, 대추, 말린것, 당근, 뿌리, 생것, 메추리알, 삶은것, 간장, 개량, 양조, 마늘, 다진것, 파, 대파, 생것, 생강청, 후추, 흰색, 가루, 참기름, 과당, 참깨, 흰색, 볶은것","메뉴명: 해초갈비찜
메뉴 대분류: 찜류
메뉴 소분류: 육류찜
식재료: 돼지고기, 갈비, 생것, 미역, 줄기, 생것, 감자, 대지, 생것, 양파, 생것, 고추, 초록색, 녹광, 생것, 고추, 빨간색, 생것, 대추, 말린것, 당근, 뿌리, 생것, 메추리알, 삶은것, 간장, 개량, 양조, 마늘, 다진것, 파, 대파, 생것, 생강청, 후추, 흰색, 가루, 참기름, 과당, 참깨, 흰색, 볶은것"
D072037,베이컨밀푀유,찜류,육류찜,"배추, 생것, 들깻잎, 생것, 베이컨, 무, 조선무, 생것, 숙주나물, 생것, 청경채, 생것, 송이버섯, 생것, 멸치 육수, 티백, 채소 포함, 간장, 개량, 양조, 고추냉이, 페이스트, 레몬 착즙, 칠리 소스, 과당","메뉴명: 베이컨밀푀유
메뉴 대분류: 찜류
메뉴 소분류: 육류찜
식재료: 배추, 생것, 들깻잎, 생것, 베이컨, 무, 조선무, 생것, 숙주나물, 생것, 청경채, 생것, 송이버섯, 생것, 멸치 육수, 티백, 채소 포함, 간장, 개량, 양조, 고추냉이, 페이스트, 레몬 착즙, 칠리 소스, 과당"
D072038,소고기표고찜,찜류,육류찜,"표고버섯, 배지재배, 생것, 밀, 중력밀가루, 달걀, 생것, 잣, 생것, 대추, 생것, 호박, 단호박, 생것, 오이 피클, 소고기, 한우(1++등급), 살코기, 생것, 파, 생것, 마늘, 다진것, 양파, 생것, 파프리카, 노란색, 생것, 두부, 오렌지 주스, 유자청","메뉴명: 소고기표고찜
메뉴 대분류: 찜류
메뉴 소분류: 육류찜
식재료: 표고버섯, 배지재배, 생것, 밀, 중력밀가루, 달걀, 생것, 잣, 생것, 대추, 생것, 호박, 단호박, 생것, 오이 피클, 소고기, 한우(1++등급), 살코기, 생것, 파, 생것, 마늘, 다진것, 양파, 생것, 파프리카, 노란색, 생것, 두부, 오렌지 주스, 유자청"
D072039,돈수육과 해물냉채,찜류,육류찜,"돼지고기, 삼겹살, 생것, 오징어, 생것, 새우, 대하, 생것, 주꾸미, 생것, 파프리카, 빨간색, 생것, 파프리카, 노란색, 생것, 파프리카, 주황색, 생것, 양파, 생것, 당근, 뿌리, 생것, 오이, 다다기, 생것, 파, 대파, 생것, 마늘, 생것, 생강, 뿌리줄기, 생것, 맛술, 식초, 사과식초, 설탕, 가루, 겨자, 가루, 된장, 개량, 후추, 검은색, 가루","메뉴명: 돈수육과 해물냉채
메뉴 대분류: 찜류
메뉴 소분류: 육류찜
식재료: 돼지고기, 삼겹살, 생것, 오징어, 생것, 새우, 대하, 생것, 주꾸미, 생것, 파프리카, 빨간색, 생것, 파프리카, 노란색, 생것, 파프리카, 주황색, 생것, 양파, 생것, 당근, 뿌리, 생것, 오이, 다다기, 생것, 파, 대파, 생것, 마늘, 생것, 생강, 뿌리줄기, 생것, 맛술, 식초, 사과식초, 설탕, 가루, 겨자, 가루, 된장, 개량, 후추, 검은색, 가루"
D073001,가지찜,찜류,채소류찜,"가지, 데친것, 소고기, 한우, 양지, 삶은것, 간장, 개량, 양조, 고추, 빨간색, 생것, 밀, 중력밀가루, 파, 대파, 생것, 마늘, 생것, 참기름, 후추, 검은색, 가루","메뉴명: 가지찜
메뉴 대분류: 찜류
메뉴 소분류: 채소류찜
식재료: 가지, 데친것, 소고기, 한우, 양지, 삶은것, 간장, 개량, 양조, 고추, 빨간색, 생것, 밀, 중력밀가루, 파, 대파, 생것, 마늘, 생것, 참기름, 후추, 검은색, 가루"
D073002,깻잎찜,찜류,채소류찜,"들깻잎, 찐것, 고춧가루, 간장, 개량, 양조, 고추, 빨간색, 생것, 마늘, 생것, 참기름, 파, 쪽파, 생것","메뉴명: 깻잎찜
메뉴 대분류: 찜류
메뉴 소분류: 채소류찜
식재료: 들깻잎, 찐것, 고춧가루, 간장, 개량, 양조, 고추, 빨간색, 생것, 마늘, 생것, 참기름, 파, 쪽파, 생것"
D073003,무찜,찜류,채소류찜,"무, 조선무, 생것, 소고기, 한우, 갈비, 생것, 당근, 뿌리, 데친것, 간장, 개량, 양조, 파, 대파, 생것, 표고버섯, 참나무재배, 말린것, 삶은것, 마늘, 생것, 설탕, 백설탕","메뉴명: 무찜
메뉴 대분류: 찜류
메뉴 소분류: 채소류찜
식재료: 무, 조선무, 생것, 소고기, 한우, 갈비, 생것, 당근, 뿌리, 데친것, 간장, 개량, 양조, 파, 대파, 생것, 표고버섯, 참나무재배, 말린것, 삶은것, 마늘, 생것, 설탕, 백설탕"
D073004,애호박찜,찜류,채소류찜,"호박, 애호박, 데친것, 양파, 데친것, 간장, 개량, 양조, 파, 쪽파, 생것, 마늘, 생것, 새우, 젓갈, 토굴육젓, 고춧가루, 참기름","메뉴명: 애호박찜
메뉴 대분류: 찜류
메뉴 소분류: 채소류찜
식재료: 호박, 애호박, 데친것, 양파, 데친것, 간장, 개량, 양조, 파, 쪽파, 생것, 마늘, 생것, 새우, 젓갈, 토굴육젓, 고춧가루, 참기름"
D073005,양배추찜,찜류,채소류찜,"양배추, 찐것, 간장, 개량, 양조, 파, 쪽파, 생것, 마늘, 생것, 고춧가루, 참기름","메뉴명: 양배추찜
메뉴 대분류: 찜류
메뉴 소분류: 채소류찜
식재료: 양배추, 찐것, 간장, 개량, 양조, 파, 쪽파, 생것, 마늘, 생것, 고춧가루, 참기름"
D073006,콩나물찜,찜류,채소류찜,"콩나물, 삶은것, 미나리, 물미나리, 데친것, 조개, 살조개, 생것, 간장, 개량, 양조, 고춧가루, 찹쌀, 백미, 가루, 파, 대파, 생것, 콩기름, 설탕, 백설탕, 발효주, 청주, 알코올 16%, 마늘, 생것, 생강, 뿌리줄기, 생것, 참기름, 후추, 검은색, 가루","메뉴명: 콩나물찜
메뉴 대분류: 찜류
메뉴 소분류: 채소류찜
식재료: 콩나물, 삶은것, 미나리, 물미나리, 데친것, 조개, 살조개, 생것, 간장, 개량, 양조, 고춧가루, 찹쌀, 백미, 가루, 파, 대파, 생것, 콩기름, 설탕, 백설탕, 발효주, 청주, 알코올 16%, 마늘, 생것, 생강, 뿌리줄기, 생것, 참기름, 후추, 검은색, 가루"
D073007,풋고추찜,찜류,채소류찜,"고추, 풋고추, 생것, 밀, 중력밀가루, 파, 대파, 생것, 소금, 천일염, 가는소금, 마늘, 생것","메뉴명: 풋고추찜
메뉴 대분류: 찜류
메뉴 소분류: 채소류찜
식재료: 고추, 풋고추, 생것, 밀, 중력밀가루, 파, 대파, 생것, 소금, 천일염, 가는소금, 마늘, 생것"
D073010,호박잎쌈,찜류,채소류찜,"호박, 잎, 데친것, 고추, 풋고추, 생것, 된장, 개량, 고추장, 개량, 물엿, 마늘, 생것, 다시마 육수, 참깨, 흰색, 볶은것","메뉴명: 호박잎쌈
메뉴 대분류: 찜류
메뉴 소분류: 채소류찜
식재료: 호박, 잎, 데친것, 고추, 풋고추, 생것, 된장, 개량, 고추장, 개량, 물엿, 마늘, 생것, 다시마 육수, 참깨, 흰색, 볶은것"
D073012,양배추찜,찜류,채소류찜,"양배추, 찐것, 간장, 개량, 양조, 파, 쪽파, 생것, 마늘, 생것, 참기름","메뉴명: 양배추찜
메뉴 대분류: 찜류
메뉴 소분류: 채소류찜
식재료: 양배추, 찐것, 간장, 개량, 양조, 파, 쪽파, 생것, 마늘, 생것, 참기름"
D073013,애호박선,찜류,채소류찜,"호박, 애호박, 생것, 소고기, 한우(1등급), 우둔, 생것, 표고버섯, 배지재배, 말린것, 달걀, 생것, 간장, 개량, 양조, 파, 대파, 생것, 마늘, 생것, 설탕, 백설탕, 참기름, 후추, 검은색, 가루, 소금, 천일염, 가는소금","메뉴명: 애호박선
메뉴 대분류: 찜류
메뉴 소분류: 채소류찜
식재료: 호박, 애호박, 생것, 소고기, 한우(1등급), 우둔, 생것, 표고버섯, 배지재배, 말린것, 달걀, 생것, 간장, 개량, 양조, 파, 대파, 생것, 마늘, 생것, 설탕, 백설탕, 참기름, 후추, 검은색, 가루, 소금, 천일염, 가는소금"
D073014,오이선,찜류,채소류찜,"오이, 취청, 생것, 소고기, 한우(1등급), 우둔, 생것, 표고버섯, 배지재배, 말린것, 달걀, 생것, 콩기름, 고추, 빨간색, 말린것, 간장, 개량, 양조, 파, 대파, 생것, 마늘, 생것, 참기름, 참깨, 흰색, 볶은것, 후추, 검은색, 가루, 식초, 감식초, 설탕, 백설탕, 소금, 천일염, 가는소금","메뉴명: 오이선
메뉴 대분류: 찜류
메뉴 소분류: 채소류찜
식재료: 오이, 취청, 생것, 소고기, 한우(1등급), 우둔, 생것, 표고버섯, 배지재배, 말린것, 달걀, 생것, 콩기름, 고추, 빨간색, 말린것, 간장, 개량, 양조, 파, 대파, 생것, 마늘, 생것, 참기름, 참깨, 흰색, 볶은것, 후추, 검은색, 가루, 식초, 감식초, 설탕, 백설탕, 소금, 천일염, 가는소금"
D073015,가지선,찜류,채소류찜,"가지, 생것, 양파, 생것, 당근, 뿌리, 생것, 부추, 재래종, 생것, 참깨, 흰색, 볶은것, 고춧가루, 간장, 개량, 양조, 식초, 감식초, 마늘, 생것, 매실청","메뉴명: 가지선
메뉴 대분류: 찜류
메뉴 소분류: 채소류찜
식재료: 가지, 생것, 양파, 생것, 당근, 뿌리, 생것, 부추, 재래종, 생것, 참깨, 흰색, 볶은것, 고춧가루, 간장, 개량, 양조, 식초, 감식초, 마늘, 생것, 매실청"
D073016,단호박닭찜,찜류,채소류찜,"닭고기, 가슴, 생것, 양파, 생것, 멥쌀떡, 가래떡, 호박, 단호박, 생것, 파, 대파, 생것, 피망, 초록색, 생것, 피망, 빨간색, 생것, 콩기름, 치즈, 모차렐라, 슈레드타입, 설탕, 백설탕, 고춧가루, 간장, 개량, 양조, 맛술, 마늘, 생것, 생강, 뿌리줄기, 생것, 고추장, 개량, 물엿, 후추, 검은색, 가루","메뉴명: 단호박닭찜
메뉴 대분류: 찜류
메뉴 소분류: 채소류찜
식재료: 닭고기, 가슴, 생것, 양파, 생것, 멥쌀떡, 가래떡, 호박, 단호박, 생것, 파, 대파, 생것, 피망, 초록색, 생것, 피망, 빨간색, 생것, 콩기름, 치즈, 모차렐라, 슈레드타입, 설탕, 백설탕, 고춧가루, 간장, 개량, 양조, 맛술, 마늘, 생것, 생강, 뿌리줄기, 생것, 고추장, 개량, 물엿, 후추, 검은색, 가루"
D073017,맛양념장을 곁들인 애호박찜,찜류,채소류찜,"호박, 애호박, 생것, 소금, 천일염, 가는소금, 간장, 개량, 양조, 맛술, 다시마, 말린것, 들깻잎, 생것, 다시마 육수, 매실청, 마늘, 생것, 식초, 감식초, 겨자 페이스트, 참기름, 고추, 초록색, 녹광, 생것, 고추, 빨간색, 생것","메뉴명: 맛양념장을 곁들인 애호박찜
메뉴 대분류: 찜류
메뉴 소분류: 채소류찜
식재료: 호박, 애호박, 생것, 소금, 천일염, 가는소금, 간장, 개량, 양조, 맛술, 다시마, 말린것, 들깻잎, 생것, 다시마 육수, 매실청, 마늘, 생것, 식초, 감식초, 겨자 페이스트, 참기름, 고추, 초록색, 녹광, 생것, 고추, 빨간색, 생것"
D073018,무 선,찜류,채소류찜,"무, 조선무, 생것, 소고기, 한우(1등급), 우둔, 생것, 당근, 뿌리, 생것, 표고버섯, 참나무재배, 말린것, 달걀, 생것, 콩기름, 마늘, 생것, 석이버섯, 말린것, 간장, 개량, 양조, 설탕, 백설탕, 파, 대파, 생것, 참기름, 참깨, 흰색, 볶은것, 고추, 빨간색, 말린것, 소금, 천일염, 가는소금","메뉴명: 무 선
메뉴 대분류: 찜류
메뉴 소분류: 채소류찜
식재료: 무, 조선무, 생것, 소고기, 한우(1등급), 우둔, 생것, 당근, 뿌리, 생것, 표고버섯, 참나무재배, 말린것, 달걀, 생것, 콩기름, 마늘, 생것, 석이버섯, 말린것, 간장, 개량, 양조, 설탕, 백설탕, 파, 대파, 생것, 참기름, 참깨, 흰색, 볶은것, 고추, 빨간색, 말린것, 소금, 천일염, 가는소금"
D073019,묵은지들깨찜,찜류,채소류찜,"김치, 배추 김치, 돼지고기, 등심, 생것, 들깨, 볶은것, 멸치 육수, 다시마, 말린것, 고추, 풋고추, 생것, 파, 대파, 생것, 된장, 개량","메뉴명: 묵은지들깨찜
메뉴 대분류: 찜류
메뉴 소분류: 채소류찜
식재료: 김치, 배추 김치, 돼지고기, 등심, 생것, 들깨, 볶은것, 멸치 육수, 다시마, 말린것, 고추, 풋고추, 생것, 파, 대파, 생것, 된장, 개량"
D073020,미나리들깨찜,찜류,채소류찜,"미나리, 돌미나리, 생것, 무, 조선무, 생것, 콩나물, 생것, 다시마, 말린것, 표고버섯, 참나무재배, 말린것, 당근, 뿌리, 생것, 팽이버섯, 생것, 들깨, 볶은것, 간장, 개량, 양조, 참깨, 검은색, 볶은것, 전분, 감자, 가루, 생수","메뉴명: 미나리들깨찜
메뉴 대분류: 찜류
메뉴 소분류: 채소류찜
식재료: 미나리, 돌미나리, 생것, 무, 조선무, 생것, 콩나물, 생것, 다시마, 말린것, 표고버섯, 참나무재배, 말린것, 당근, 뿌리, 생것, 팽이버섯, 생것, 들깨, 볶은것, 간장, 개량, 양조, 참깨, 검은색, 볶은것, 전분, 감자, 가루, 생수"
D073021,양배추소시지찜,찜류,채소류찜,"양배추, 생것, 소시지, 위너(비엔나)소시지, 소금, 천일염, 가는소금, 식초, 감식초, 생수, 후추, 검은색, 가루, 월계수, 잎, 말린것","메뉴명: 양배추소시지찜
메뉴 대분류: 찜류
메뉴 소분류: 채소류찜
식재료: 양배추, 생것, 소시지, 위너(비엔나)소시지, 소금, 천일염, 가는소금, 식초, 감식초, 생수, 후추, 검은색, 가루, 월계수, 잎, 말린것"
D073022,양파두부찜,찜류,채소류찜,"양파, 생것, 두부, 새우, 중하, 생것, 파, 쪽파, 생것, 고추, 빨간색, 생것, 소금, 천일염, 가는소금, 맛술, 간장, 개량, 양조, 마늘, 생것, 파, 대파, 생것, 참기름, 참깨, 흰색, 볶은것, 후추, 검은색, 가루, 설탕, 백설탕, 식초, 감식초","메뉴명: 양파두부찜
메뉴 대분류: 찜류
메뉴 소분류: 채소류찜
식재료: 양파, 생것, 두부, 새우, 중하, 생것, 파, 쪽파, 생것, 고추, 빨간색, 생것, 소금, 천일염, 가는소금, 맛술, 간장, 개량, 양조, 마늘, 생것, 파, 대파, 생것, 참기름, 참깨, 흰색, 볶은것, 후추, 검은색, 가루, 설탕, 백설탕, 식초, 감식초"
D073023,연근쌈,찜류,채소류찜,"연근, 생것, 부추, 재래종, 생것, 치자꽃, 생것, 오이, 취청, 생것, 게맛살, 어육함량이 높은것, 무순, 싹, 생것, 식초, 감식초, 소금, 천일염, 가는소금, 설탕, 백설탕, 파인애플, 생것, 겨자 페이스트, 간장, 개량, 양조, 매실청","메뉴명: 연근쌈
메뉴 대분류: 찜류
메뉴 소분류: 채소류찜
식재료: 연근, 생것, 부추, 재래종, 생것, 치자꽃, 생것, 오이, 취청, 생것, 게맛살, 어육함량이 높은것, 무순, 싹, 생것, 식초, 감식초, 소금, 천일염, 가는소금, 설탕, 백설탕, 파인애플, 생것, 겨자 페이스트, 간장, 개량, 양조, 매실청"
D073024,연근찹쌀찜,찜류,채소류찜,"찹쌀, 백미, 생것, 생수, 연근, 생것, 돼지고기, 안심, 생것, 치자꽃, 생것, 소금, 천일염, 가는소금, 후추, 검은색, 가루, 설탕, 백설탕, 간장, 개량, 양조, 식초, 감식초","메뉴명: 연근찹쌀찜
메뉴 대분류: 찜류
메뉴 소분류: 채소류찜
식재료: 찹쌀, 백미, 생것, 생수, 연근, 생것, 돼지고기, 안심, 생것, 치자꽃, 생것, 소금, 천일염, 가는소금, 후추, 검은색, 가루, 설탕, 백설탕, 간장, 개량, 양조, 식초, 감식초"
D073025,움파찜,찜류,채소류찜,"파, 대파, 생것, 밀, 중력밀가루, 설탕, 백설탕, 고춧가루, 간장, 개량, 양조, 마늘, 생것, 참기름, 참깨, 흰색, 볶은것","메뉴명: 움파찜
메뉴 대분류: 찜류
메뉴 소분류: 채소류찜
식재료: 파, 대파, 생것, 밀, 중력밀가루, 설탕, 백설탕, 고춧가루, 간장, 개량, 양조, 마늘, 생것, 참기름, 참깨, 흰색, 볶은것"
D073026,층층배추찜,찜류,채소류찜,"배추, 생것, 두부, 파, 쪽파, 생것, 고추, 빨간색, 생것, 고추, 풋고추, 생것, 간장, 개량, 양조, 마늘, 생것, 소금, 천일염, 가는소금, 참기름, 참깨, 흰색, 볶은것, 굴 소스, 설탕, 백설탕, 식초, 감식초, 생수, 고추기름","메뉴명: 층층배추찜
메뉴 대분류: 찜류
메뉴 소분류: 채소류찜
식재료: 배추, 생것, 두부, 파, 쪽파, 생것, 고추, 빨간색, 생것, 고추, 풋고추, 생것, 간장, 개량, 양조, 마늘, 생것, 소금, 천일염, 가는소금, 참기름, 참깨, 흰색, 볶은것, 굴 소스, 설탕, 백설탕, 식초, 감식초, 생수, 고추기름"
D073027,콩나물소고기찜,찜류,채소류찜,"콩나물, 생것, 소고기, 한우, 등심, 생것, 피망, 초록색, 생것, 토마토, 방울토마토, 생것, 설탕, 백설탕, 간장, 개량, 양조, 마늘, 생것, 후추, 검은색, 가루, 생수","메뉴명: 콩나물소고기찜
메뉴 대분류: 찜류
메뉴 소분류: 채소류찜
식재료: 콩나물, 생것, 소고기, 한우, 등심, 생것, 피망, 초록색, 생것, 토마토, 방울토마토, 생것, 설탕, 백설탕, 간장, 개량, 양조, 마늘, 생것, 후추, 검은색, 가루, 생수"
